,Comments,Quality,Difficulty,Dates,TeacherID
199,"Biggest **** I've ever met in my life, probably the least concerned about teaching out of all the professors i've ever seen here.  Poor grading system.  Just an awful experience.",1.0,3.0,"Mar 29th, 2006",649834
200,Incoherent and doesn't do the topics covered in this class justice. She enjoys playing favorites and hearing herself talk instead of teaching. This was one of the worst classes I've ever taken at Princeton. I recommend taking other SOC classes taught by other professors in the African American Studies department. Don't waste your time with PFK.,1.0,4.0,"Apr 10th, 2019",571956
201,She's great.,5.0,2.0,"Jul 6th, 2017",571956
202,She can afford to have a bad side because her husband keeps her job permanent. There is no peer review that is fair and professional.,1.0,1.0,"Aug 28th, 2016",571956
203,"The issue of nepotism has become public now because Mrs. Fernandez Kelly could have been hired in a different department. But she has chosen to remain protected in the same place where her husband is teaching.  It is against the University rules, and it is a shame that no one is doing or seeing anything.",1.0,2.0,"Aug 17th, 2016",571956
204,She likes the limelight but has no clear direction in teaching or research. She seems to be jack of all trades and master of non. A major waste of time in your curriculum!,1.0,2.0,"Aug 6th, 2016",571956
205,She is a role model for those of us who don't want to pursue a doctoral degree. You can get a job anyway if your husband has a big name.,1.0,2.0,"Jul 7th, 2016",571956
206,"For a prof. who does not have a doctoral degree, she's doing pretty well with lots of publications and lectures on various topics.",1.0,1.0,"Jun 28th, 2016",571956
207,She is the worst professor I've ever had.  She is an awful person and nobody likes her.  Avoid at all costs.,1.0,2.0,"Jan 11th, 2007",571956
208,"PFK is EXCELLENT- one of the only professors who truly had an impact on me at Pton. She's very tough, but you'll appreciate it down the road when you see how much she can change both your academics and your life. Besides, underneath the tough exterior is an amazingly caring teacher who repeatedly goes to great lengths for her students.",5.0,4.0,"May 1st, 2006",571956
209,My favorite prof. at Princeton.,5.0,1.0,"Oct 4th, 2005",571956
210,"I definitely agree with the previous commenter.  But God forbid she hates you, you are screwed....",1.5,3.0,"Sep 4th, 2005",571956
211,"She either loves or hates you. Dynamic woman, fascinating personality. Avoid her bad side.",3.5,4.0,"Feb 20th, 2005",571956
212,"She's dedicated, interesting, passionate, and so so cool. Really awesome research, taught a fascinating class, all around great professor.",4.5,3.0,"Jul 12th, 2014",1781042
213,great class and she is hot,4.5,3.0,"Jun 11th, 2013",1781042
214,The best professor I have had in my career at Princeton! He should teach physics to ALL students!,5.0,4.0,"Sep 4th, 2013",793809
215,"Prof. Fleischer is the man!  Very smart and cool prof.  He moves at a fast pace and expects a lot from you.  His tests are challenging, and focus mostly on physical understanding.  He's a very fair grader and is always willing to help you.  His class is like a complete education in itself!",5.0,4.0,"Jan 6th, 2006",793809
216,"If you showed up, participated, and were a decent writer and thinker you were fine. But this guy had pets and was really cold and unkind to a couple of people who were socially awkward or perhaps just a little different. Very strange to discuss religious hypocrisy in an environment like this.No prof should treat a student as if they're ""less than.""",1.0,3.0,"Dec 3rd, 2013",543288
217,Incredible professor.,4.5,4.0,"Sep 8th, 2009",543288
218,"Fleming retired my senior year -- but if he ever comes back for an encore, get yourself into the class IMMEDIATELY.  He's the funniest professor alive.  And the most important scholar in his field, which doesn't hurt -- but really his classes are all about laughing at his jokes (which are usually so unfunny they're hilarious).  He's amazing, amazing, amazing.",5.0,2.0,"Oct 8th, 2005",543288
219,"No, Fleming rocks. Whoever gave him a bad rating is either a moron or an impostor.",5.0,3.0,"May 25th, 2005",543288
220,this guy is a moron.,1.5,4.0,"May 15th, 2005",543288
221,"Flower was an outstanding lecturer, and he was very accessible during office hours.",5.0,2.0,"Apr 6th, 2014",1889155
222,Shes got an attitude but that's what turns me on! Taking this class is a MUST before graduation!,1.0,5.0,"Jun 28th, 2014",1169784
223,"Best professor ever!  Very easy grader, you don't have to go to class, but most importantly, HOT.",5.0,1.0,"Sep 7th, 2008",1169784
224,No Comments,1.0,5.0,"Aug 25th, 2008",1169784
225,No Comments,1.0,3.0,"Aug 25th, 2008",1169784
226,"I don't know if Dr Forbes has trouble with statistical methods or not, but she likes to use questionable data as the basis for those statistics.",1.0,1.0,"Aug 25th, 2008",1169784
227,"I switched majors because of Dr Forbes. The midterm was horrific and the final was literally a bloodbath. Yes, I mean *literally*. I would be very surprised if she were allowed to teach this class ever again.",1.0,5.0,"Aug 25th, 2008",1169784
228,Dr Forbes is the meanest teacher I've ever met.  He's wonderful!,1.0,5.0,"Aug 24th, 2008",1169784
229,No Comments,1.5,5.0,"Aug 24th, 2008",1169784
230,Professor Forbes' smart and sexy style made me feel smart and sexy too. Math doesn't have to be boring! :),5.0,1.0,"Aug 24th, 2008",1169784
231,"Lost all hope that I'd get anything out of this course when I went to the bookstore and found out that the text for it was ""Math Is Hard!"" by Barbie.",1.0,5.0,"Aug 24th, 2008",1169784
232,Dr Forbes is to teaching what Dr. Bevets is to logic.,1.0,1.0,"Aug 24th, 2008",1169784
233,Dr Forbes displayed a shocking lack of basic statistical knowledge.,1.0,5.0,"Aug 24th, 2008",1169784
234,I learned to go from translating to reading ,5.0,4.0,"Oct 22nd, 2015",1889152
235,"Outstanding professor. Ford is a blast to have class with: he's helpful and energetic, but he's a difficult grader.",5.0,4.0,"Apr 6th, 2014",1889152
236,Clear and animated - easy to listen and pay attention to,4.0,4.0,"Jun 1st, 2010",1451370
237,yes,4.5,2.0,"Feb 3rd, 2015",1799188
238,Took Intro to Moral with Frick last Spring. He's horrible. Avoid him at all costs.,1.0,4.0,"Jul 30th, 2020",2612628
239,"Excellent lecturer, and an all around great guy.",5.0,1.0,"Apr 15th, 2012",1448211
240,,5.0,4.0,"Jul 14th, 2010",1433584
241,Great Professor that has an amazing family I extremely enjoy hearing stories about!!! :)I strongly recomend,5.0,1.0,"Feb 10th, 2017",2097447
242,She was a great professor and anyone interested in the arts and the details in this world and I would recommend you to take her class she was awesome!!!!!,5.0,2.0,"Jan 4th, 2016",2097447
243,Professor Gavis is a great professor who teaches with clarity and goes at an appropriate pace. Would definitely take a class with her again.,5.0,3.0,"Apr 4th, 2019",1542231
244,"Professor Gavis is one of the best professors that I have had at Princeton. She delivers amazing lectures that introduce students to the complexity of molecular biology - she expects excellent work from her students and constant critical thinking - All in all, she pushes you to learn and think like a scientist",5.0,4.0,"Apr 21st, 2016",1542231
245,she was amazing!,5.0,1.0,"Oct 12th, 2015",1542231
246,u ish good ingrish teekcher. Tanks for all da helps,2.0,4.0,"May 19th, 2010",543287
247,"Incredibly eloquent. Fantastic at prompting and guiding discussion in small seminars. Her handouts on paper-writing and her writing advice is the most valuable I have ever received, and has clearly improved my grades in all subjects.",4.0,5.0,"Jul 30th, 2009",543287
248,"An exceptional talent and very inspiring to have her teach, especially as an expat Aussie myself.",5.0,1.0,"Nov 11th, 2008",543287
249,Smoking hot.,3.0,4.0,"May 21st, 2008",543287
250,Awful.,1.5,5.0,"Feb 22nd, 2006",543287
251,"How could anyone call her awful?  She made me completely reconsider my major--her English lectures were so exciting--she brought the authors to life!  I went to her classes while sick!  And her comments on my papers were extensive, helpful and lucid.  I would take anything by her and you should to!",5.0,3.0,"Jul 20th, 2005",543287
252,awful.,1.5,2.0,"Apr 7th, 2005",543287
253,Brilliant lecturer. Engages students in a large lecture. Examines both sides to arguments and leaves his personal politics outside the classroom. A wonderful experience.,5.0,5.0,"Apr 8th, 2012",556516
254,Amazing teacher.  Fair. Honest.  Brilliant.  Cares about students.,5.0,3.0,"Dec 10th, 2007",556516
255,"A must for students who want a real education. The constitutional issues discussed would interest any modern American. This course makes students think with the clarity one should expect to have on leaving college. Professor George is rightly known for his fairness, interest in his students, and his love for lively but respectful debate.",5.0,4.0,"Nov 5th, 2007",556516
256,"Professor George's courses on constitutional interpretation and civil liberties are a must for any Princeton student interested in responsible citizenship. I've heard so many people remark that while their personal interests lie outside of politics, George's classes taught them the kind of critical thinking necessary for a democracy to thrive.",4.5,5.0,"Nov 5th, 2007",556516
257,By far one of the best classes I took at Princeton. Professor George does an excellent job of challenging students to articulate both sides of the issue.  His classes equipped me with the intellectual tools to critically evaluate controversial issues from all angles.,5.0,4.0,"Nov 5th, 2007",556516
258,"One of the best classes I had at Princeton.  Professor George challenged us to examine our beliefs, no matter what they were.  Talented lecturer and excellent material.",5.0,4.0,"Nov 5th, 2007",556516
259,"Professor George was the best teacher I encountered at Princeton.  He led terrific class discussions, and really stretched students to consider alternate points of view.",5.0,5.0,"Nov 5th, 2007",556516
260,One of my best professors at Princeton.  Hard but fair.,5.0,5.0,"Nov 5th, 2007",556516
261,"I suspect that the two hateful comments in this thread weren't written by Princeton students; all the Princeton students I know can express their opinions in a more grownup fashion.  Professor George's courses were the two best of my entire time at Princeton.  His clarity, civility, and eye-opening insight changed the course of my academic career.",5.0,4.0,"Nov 5th, 2007",556516
262,"This is the best professor I ever had.  Because of this class, I majored in the Politics department at Princeton, and went on to a top law school.  I still remember things he said when he taught.  This is THE top Professor at Princeton.",5.0,4.0,"Nov 5th, 2007",556516
263,"Congenial, deadly brilliant, unassuming, provocative, necessary for a complete Princeton experience. His liberal colleagues have only the highest respect for him and have given him the country's most respected constitutional law chair. 'Nough said.",5.0,4.0,"Nov 5th, 2007",556516
264,really smart and clear,4.5,4.0,"Feb 24th, 2006",556516
265,"As a true-blue liberal, I must say that I LOVED his classes -- what an eye-opener!  He's brilliant, probably the best professor I've ever had, and single-handedly impacted my career decisions. Take the course, be prepared to do worse than you might in other classes -- you will definitely benefit.",4.5,5.0,"Feb 17th, 2006",556516
266,Take only if you have the stones to be shocked out of your blue state bigotry. RG is smart and provocative. He will shatter your complacency.,5.0,4.0,"Jan 30th, 2006",556516
267,One of the best reasons to go here. Intelligent and insightful.,4.0,4.0,"Jan 11th, 2006",556516
268,Rocks,4.5,4.0,"Dec 26th, 2005",556516
269,Great.,5.0,4.0,"Dec 23rd, 2005",556516
270,Awesome.,5.0,4.0,"Dec 14th, 2005",556516
271,"classes and reading are generally thought-provoking and balanced, but he is a bit of a prima donna. a lot depends on your preceptor (avoid oakley)",3.0,5.0,"Nov 17th, 2005",556516
272,No Comments,1.0,2.0,"Oct 8th, 2005",556516
273,"He's a great lecturer.  He seems to expect a lot from students, and has a hard time hiding his disappointment, but he's very energetic and inspired.  That energy rubs off on students.",4.5,4.0,"Oct 6th, 2015",2045844
274,"Professor Gleason went out of his way to choose material that was important but a little off the beaten path, and he really worked with his students to help us understand and think critically.",5.0,3.0,"Jul 10th, 2018",1107408
275,Best professor ever! I hear his son is really cool too!!!! ,5.0,4.0,"Dec 8th, 2015",1107408
276,"Wonderful instructor--his lectures are equally accessible to majors and non-majors alike, which can be a rarity in this department. Gleason selects great reading material and does an excellent job of orienting students by explaining the historical context of the books on which he lectures. This approach is really effective--take his course!",5.0,3.0,"Nov 14th, 2008",1107408
277,Most Students usually find her classes not too hard because she as actually really good at teaching.,5.0,4.0,"May 18th, 2018",708485
278,Professor Gmachl is awesome and extremely smart.,5.0,1.0,"May 11th, 2012",708485
279,"Luis made Spanish class super fun. I learned a lot and although he expected a decent amount of work, he was very understanding and helpful. This class was great.",5.0,2.0,"Dec 6th, 2015",2078150
280,Amazing professor! Favorite of my time here.,5.0,1.0,"Feb 24th, 2015",340941
281,He is not at all helpful and does not take arguments and other points of view positively.  Lost all my interest in the topic!,1.0,5.0,"Jul 26th, 2013",340941
282,"Great professor, loved this class and the way it was taught, would take the class again",5.0,3.0,"Mar 5th, 2021",136442
283,"Great professor, loved this class and the way it was taught, would take the class again",2.0,3.0,"Apr 9th, 2012",136442
284,"Interesting and very knowledgeable, but didn't seem to care too much about the students or the class.",5.0,3.0,"Dec 20th, 2011",136442
285,"Great professor; never had any interest in biology before this class, but by the end of the semester I found myself looking forward to lecture",5.0,3.0,"Dec 7th, 2009",136442
286,Truly an amazing professor.  He knows what he's talking about and makes it an engaging experience for students,1.5,4.0,"Jun 29th, 2007",136442
287,Horrible Prof.  Horrible person.,5.0,3.0,"Oct 28th, 2005",136442
288,I loved this class!,4.5,2.0,"Jun 16th, 2004",136442
289,No Comments,1.0,1.0,"Mar 11th, 2004",136442
290,No Comments,1.0,5.0,"Mar 27th, 2003",136442
291,No Comments,4.0,3.0,"Mar 5th, 2003",136442
292,No Comments,1.5,3.0,"Feb 19th, 2003",136442
293,"Sarcastic, self-important and arrogant",,,,136442
294,"Grafton. Is. God.  His lectures are the most amazing thing you will ever be blessed to hear. That said, TAKE HIS CLASS. Even if all you need is a history requirement, taking his class would be doing yourself a favor and experiencing one of the best lectures at Princeton.",5.0,4.0,"Dec 10th, 2014",895071
295,easily the best professor i've ever had. she has incredible insight and truly knows the subject. not an easy class but one that will change the way you think about history.,5.0,4.0,"Apr 25th, 2012",174973
296,No Comments,5.0,3.0,"May 2nd, 2007",174973
297,I love Molly Greene. I think she is the best teacher EVER. And she is SUPER HOTT,5.0,5.0,"Sep 13th, 2006",174973
298,"She's very nice and very helpful, but she is a tough grader.  And she's definitely NOT hot.  But, she is a good teacher, and you'll learn a lot.",4.5,5.0,"Apr 16th, 2003",174973
299,"She is the best teacher that I have ever had.  But if you want a funny teacher, you're in the wrong place",5.0,1.0,"Mar 28th, 2003",174973
300,Ok. Would be a better class if he weren't so full of himself.  Practice what you preach.  Humility goes a very long way.,4.5,1.0,"Aug 20th, 2011",700440
301,"Best class I've taken at Princeton, hands down.",5.0,1.0,"Dec 22nd, 2010",700440
302,"Definitely take a class with Professor Gregory before you graduate. I made a mistake by taking his class my senior year, had I taken it earlier, I might have majored in Religion.",5.0,1.0,"Oct 13th, 2010",700440
303,Eric Gregory is an amazing teacher!,5.0,4.0,"Apr 23rd, 2009",700440
304,No Comments,5.0,3.0,"Jun 25th, 2007",700440
305,Christian Ethics is an amazing class that everyone should take. Prof. Gregory is the man.,5.0,3.0,"Nov 11th, 2005",700440
306,He cool,5.0,5.0,"May 13th, 2018",433335
307,"Very smart, very disorganized.",2.5,3.0,"Sep 29th, 2005",433335
308,good thesis adviser,3.0,3.0,"Sep 17th, 2005",433335
309,He is a nice guy.,4.5,3.0,"Apr 9th, 2013",812251
310,,4.0,3.0,"Dec 3rd, 2010",812251
311,What a great professor!,5.0,3.0,"Aug 12th, 2010",992545
312,Good man. Has a lot of critters. Go to office hours. He will rock your world.,5.0,3.0,"Jan 17th, 2009",992545
313,"One of the kindest, most accessible, and helpful professors I've ever had. She led our seminar incredibly well and knew how to select good readings.",5.0,2.0,"Apr 6th, 2014",1889154
314,One of the best professors in the Philosophy Department for sure.,5.0,4.0,"Feb 15th, 2019",428040
315,"Prof. Halvorson is great.  If you don't like logic, his intro class will be hard, but that's hardly his fault!  He's very clear, open to questions, and always well prepared for lectures.  The only downside is that he leans too much towards formal math in his more advanced classes.",5.0,2.0,"Aug 16th, 2010",428040
316,"Tends to digress, but worth listening to on any topic.  Excellent at presenting each argument in its strongest form. Very sincere about his job; takes pains to make sure that everyone understands (almost to a fault).  Fascinating guy, nice, funny, brilliant, and interesting. Recommended for any philosophy class.",4.5,4.0,"May 30th, 2010",428040
317,No Comments,4.0,4.0,"Aug 17th, 2004",428040
318,"basically average in every way (except in intelligence, and with the # of mistakes he makes even that is sometimes doubtful), but he knows it and his self-deprecation is cute - you either love or hate logic, and i think it's worth finding out which",3.5,4.0,"Jun 30th, 2004",428040
319,"As a professor, just restating what the book says, lectures useless. As a review for the final test he told the preceptors that the only thing they were allowed to tell us about the short answer test was that it contained short answers.",1.0,4.0,"Dec 8th, 2010",761834
320,No Comments,1.0,5.0,"Nov 20th, 2005",761834
321,"Completely useless--was clearly making things up as she went along, and hadn't even done the reading she herself had assigned. She got flustered when challenged. Is this really the much-vaunted ""education"" Princeton offers?",1.0,1.0,"Jul 18th, 2012",1735502
322,"great lectures, very understanding about personal learning needs and conflicts",5.0,3.0,"Nov 22nd, 2016",787947
323,awesome,5.0,3.0,"Dec 1st, 2010",787947
324,Excellent professor...would recommend to anyone. Very interesting discussions...,5.0,1.0,"Dec 23rd, 2005",787947
325,"She's great, very knowledgeable & approachable",4.5,2.0,"Oct 13th, 2011",852610
326,No Comments,3.5,1.0,"May 24th, 2006",852610
327,"He is a great lecturer! His notes and explanations are super clear. The exams are hard and long, but you learn a lot.",5.0,3.0,"Oct 20th, 2017",1430275
328,Same comments as for 105,4.0,4.0,"Jun 1st, 2010",971629
329,"A bit boring, but clear to understand and helpful when one is alert enough",4.0,4.0,"Jun 1st, 2010",971629
330,The best Prof for Graduate-level physics courses at Princeton.,4.0,4.0,"Jan 26th, 2010",971629
331,"He's a good teacher, easy to understand.  Problem sets aren't as bad as 203/205.",3.0,4.0,"Apr 1st, 2007",971629
332,"I really liked that the class wasn't confined to an only speak Arabic rule. English was used sparingly but only when it is was most useful, and that helped me learn a lot more effectively. Anita has a lot of tricks to help students pronounce letters well and remember words. Great class - Anita was always available and very patient. -",5.0,4.0,"Jun 3rd, 2016",1980043
333,Amazing professor! She makes sure to go over material  until students are able to grasp it. Her in-class activities are always very interactive and actually a lot of fun since she interweaves Arabic language with Arabic culture. She also gives feedback on all homework and testsquizzes. She is very helpful and her passion for Arabic is infectious!,5.0,3.0,"Jan 22nd, 2015",1980043
334,"Very enthusiastic about the subject.  I disagree strongly with the first comment that she is biased; I felt she lived up to her moderate point of view.  Assigned reading on both sides of any given question. Unafraid to express her own views in class, but makes sure to very clearly label them as such.",4.0,4.0,"Jun 14th, 2012",429069
335,"It was a privilege to study under her. Very helpful, informed, considerate, and no, contrary to the previous reviewer, she is not concerned with getting you to like her. An asset to Princeton.",5.0,4.0,"Dec 27th, 2010",429069
336,"very bias and too opinionated in lecture courses.  i wouldn't call her 'even handed,' and find it surprising that so many people credit her for her moderate point of view - her lectures suggest otherwise.  Doran would be a better representation of moderate.",2.0,2.0,"Nov 26th, 2005",429069
337,Didn't like.,1.0,5.0,"Aug 3rd, 2012",445168
338,"Have to agree with the others.  In 4 years, she was the best professor I had.  Ran her precept beautifully and the lectures were great.  Highly recommended.",5.0,3.0,"Apr 25th, 2008",445168
339,"Best professor I had at Princeton or anywhere else for that matter. Articulate, educational, dedicated, and charismatic all in one. Definitely a rarity in her department at the University. Should be seen as an example for what should be expected out of the Politics dept. unfortunately she is not recognized as such yet. Yet being the key word",5.0,4.0,"Oct 27th, 2005",445168
340,One of the best classes I took. It was only offered for one semester - I hope they bring it back!,5.0,4.0,"Aug 30th, 2005",445168
341,No Comments,5.0,4.0,"Jan 17th, 2005",445168
342,"This is the best class I took at Princeton.  Jamison is a dynamic lecturer who chooses her preceptors VERY carefully.  You leave this class unable to win an argument with yourself, being able to drive a hard case for both sides of an issue. FANTASTIC CLAS",5.0,3.0,"Aug 15th, 2004",445168
343,Out to get you. Not a friend,1.0,5.0,"May 10th, 2020",13057
344,She's a great professor who really tries to teach you the material in more ways than one. She has funny quips at times that make class less boring.,5.0,3.0,"Nov 9th, 2016",13057
345,"So funny.  She seems a little dry at first, but if you listen she throws in a lot of clever comments.  Pretty good at explaining course material.  The material is fairly boring, though.",4.5,3.0,"Jan 25th, 2006",13057
346,"Really nice, extremely clear lecturer. Will do anything to help you, but wants to see that you are trying your best first. Very very available to meet with etc.",5.0,3.0,"Apr 12th, 2004",13057
347,She's excellent,5.0,3.0,"Aug 16th, 2001",13057
348,The guy really knows his stuff. He goes deeper in his research by doing fieldwork outside the country. Inspired me to study archeology more and found it to be a very interesting subject. Tells great stories on his archeological adventures.,5.0,3.0,"Nov 8th, 2020",2014097
349,The guy really knows his stuff. He goes deeper in his research by doing fieldwork outside the country. Inspired me to study archeology more and found it to be a very interesting subject. Tells great stories on his archeological adventures.,5.0,3.0,"Jun 26th, 2019",2014097
350,"Dr. Jones is my favorite professor I've taken so far. He often doesn't show up to class, but when he does his lectures are insightful and really make me think.",5.0,4.0,"Apr 21st, 2018",2014097
351,Wonderful professor... so adventurous!,5.0,1.0,"Oct 9th, 2017",2014097
352,Great Professor Legendary,5.0,2.0,"Jul 16th, 2017",2014097
353,"Dr. Jones teaches anthro more as a lifestyle than just a class. He tells some really great stories, and has found some incredible things in the field. He always says these things belong in museums, which is cool because you know he really wants to learn and engage with historal artifacts meaningfully. Also, all the ladies love him. #mancrush",5.0,3.0,"May 14th, 2017",2014097
354,Great professor...,4.0,1.0,"Apr 1st, 2017",2014097
355,"Such a  great professor! His lectures are a little dry, but if you get a chance to join him for a field class, take it! I loved him so much, I named my dog after him!",5.0,4.0,"Dec 8th, 2016",2014097
356,"I took a class with Dr. Jones because I wanted to be an archaeologist. I continued to take his classes because I had no idea archaeologists could be that hot.  He was thorough, but he missed more classes than the tardiest student ever did. The joke of a substitute who took his place said Dr. Jones was ""out of town,"" whatever that means...",5.0,4.0,"Aug 24th, 2016",2014097
357,I don't remember the class because I was to busy gazing into the professors' gorgeous eyes.  He is sooooo hot.  I am in love with him.,5.0,3.0,"Jun 4th, 2016",2014097
358,"Prof. Jones has quite a bit of field experience but really fails to make anthropology seem exciting. His lectures have a lot of good info but he sometimes lacks concentration. He's constantly absent due to field studies and constantly avoiding office hours. Great guy, but I think they only keep him around cause he's found some things for the museum",3.0,4.0,"Mar 9th, 2016",2014097
359,not enough chili peppers to go around for this one,4.0,4.0,"Nov 16th, 2015",2014097
360,Great teacher that I have followed since I was a kid. I would like to see him do a 5th class!,3.5,4.0,"May 12th, 2015",2014097
361,"Really interesting guy, great stories, very intelligent, but seemingly never at office hours. He always seems to be off in some foreign country.",,,,2014097
362,"Jones's a smart guy, but he just can't break the material down simpler for his students to understand. Lectures are way too fast and often very unclear. Just expects us to be orgo geniuses from day one. I have studied endless hours for his exams, and yet I still get below average grades. If you could take it off-track/at another univ, PLZ DO IT!",1.0,5.0,"Dec 10th, 2020",136447
363,"It's a hard class but you will learn.  The exams are really hard, but if you put in the work and do problems constantly you will do well.  The lectures only cover the basics, which he explains very well.  Tests force you to use critical thinking and reasoning skills.",5.0,5.0,"Feb 27th, 2016",136447
364,"the Geezer has more to teach than chemistry.  He was around before the dinosaurs.  Some commenters find him arrogant, I find him honest and sincere.  Remember that humor can be a more important lesson than orgo sometimes. Oh, and come hashing!",4.5,3.0,"Sep 25th, 2005",136447
365,HE IS THE BIGGEST BAD-ASS in the world...there isn't a better teacher out there!!!!,5.0,4.0,"Sep 15th, 2005",136447
366,Probably the best professor I have had yet.  Interesting approach to teaching the material. Very clear and insightful lectures.,5.0,4.0,"Apr 21st, 2005",136447
367,You won't find a better teacher than MJ. I know that now that i've been in grad school for a while.,5.0,5.0,"Mar 22nd, 2005",136447
368,"Genius yes, but of what benefit is a professor's  genius if he cannot relate to his students? To say that he rambles is an understatement, and he blames the low averages of the exams on the class to boot. Condecending and far from friendly.",1.5,5.0,"Jul 9th, 2004",136447
369,"MJ gets a bad reputation because of the difficulty of the course.  He is an excellent teacher, and he knows the name of all 150+ students.",4.5,4.0,"Apr 20th, 2004",136447
370,"just awful: confusing, arrogant, and mean.",1.0,4.0,"Mar 26th, 2004",136447
371,"MJ teaches the course at a very advanced level.  You come out with superb analytical skills.
 Downside: It's VERY easy to miss the basics!  You never need to know nomenclature!
 Lectures: Disjointed, confused, unclear, rambling.",2.0,5.0,"Jul 13th, 2003",136447
372,"Professor Jones is great.  His course is challenging, but also fun, and teaches the subject (organic chemistry) at a very sophisticated level.",5.0,4.0,"Mar 1st, 2003",136447
373,"eccentric, genious, cool",4.0,4.0,"Feb 28th, 2003",136447
374,No Comments,2.0,5.0,"Feb 19th, 2003",136447
375,"This guy is hilarious and arguably the HOTTEST professor at Princeton!  (Really, he's a great guy!)",5.0,4.0,"Jul 20th, 2012",199384
376,Amazingly brilliant...makes you want to go to grad school in medieval history for the rest of your freakin life.,5.0,5.0,"May 7th, 2008",199384
377,"Awesome, Funny, Ridiculously Brilliant",5.0,5.0,"Mar 12th, 2006",199384
378,No Comments,3.0,3.0,"Jun 30th, 2005",199384
379,"This prof ROCKS! 
 Incredibly bright, delightfully insightful on broad area of both common and peculiar, arcane subjects",5.0,3.0,"Oct 5th, 2004",199384
380,One of the funniest professors I have had at Princeton.,5.0,3.0,"Apr 28th, 2003",199384
381,Best language teacher I've ever had.  Excellent at explaining things and making the language clear.  Kaster is an utter champ.,5.0,4.0,"Jan 23rd, 2013",199441
382,Dismissive and derogatory toward students.,1.0,5.0,"Aug 31st, 2005",199441
383,Kaster's Da Bomb,5.0,3.0,"Jun 2nd, 2005",199441
384,He's the country's authority in Latin prose but he is not helpful at all if you meet with him for help.,1.5,3.0,"Nov 11th, 2003",199441
385,"Kaster brings the material to life.  He's pretty funny, too.",5.0,3.0,"Apr 28th, 2003",199441
386,A reason to come to Princeton,5.0,2.0,"Dec 27th, 2016",7886
387,"Professor Katz is one of the finest professors Princeton has to offer.  This class was not too hard, and every lecture was fascinating.",5.0,4.0,"Jan 24th, 2007",7886
388,Easily the best class I have taken at Princeton.,5.0,4.0,"Jan 24th, 2007",7886
389,"This class, although not one I would have taken if I had the choice, was amazing.  Katz is a great teacher. Plus he can pinpoint where you come from.",5.0,3.0,"Dec 11th, 2006",7886
390,"Brilliant, accessible, loves what he teaches and really cares about his students. Don't miss this man - his enthusiasm for his subject is infectious!",5.0,3.0,"Apr 19th, 2006",7886
391,Don't graduate without taking a class from Katz. He is not only brilliant but dynamic and interesting as well. He will make the most mundane subject fascinating. Go to his office hours--helpful. Will know each person in his 100-person lecture personally.,5.0,3.0,"Oct 12th, 2004",7886
392,This man is brilliant. His upper-level Greek seminars are a lot of work though.,5.0,5.0,"Nov 11th, 2003",7886
393,Easily among the most fabulous profs Princeton has to offer.  Guessed where I'm from in about 10 seconds (or two words) -- really.  Super helpful.  Super interesting.  Absolutely Fabulous. :D,5.0,3.0,"Aug 5th, 2003",7886
394,Possibly the coolest teacher I had through all 4 years of college.  Wish I had gone to his office hours.  Apparently he's very good at guessing where you and your parents are from based on your accent.,5.0,3.0,"May 16th, 2003",7886
395,He's the coolest teacher I've had so far,4.5,3.0,"May 16th, 2001",7886
396,"She is super smart. Makes otherwise incomprehensible texts as clear as day. Also chill, kind and has a sense of humor.",5.0,4.0,"Oct 24th, 2010",1176761
397,"Prof. Kelly has a great in-class persona.  He is very clear, very engaging, makes you see the full implications of ideas and sometimes uses funny examples.  He is also very good at answering questions about the content.  Loses points for being a harsh grader on papers, providing little feedback, and not being   so approachable outside of class.",4.5,4.0,"Aug 26th, 2013",579664
398,What an awesome guy,3.0,5.0,"Apr 28th, 2012",579664
399,"Great teacher, extremely clear, very engaging style.  Prof. Kelly is very good at capturing the ""so what"" side of big ideas, and is honesty about ideas that don't have so much consequence.  Hard grader on papers though with little feedback.",5.0,4.0,"Aug 16th, 2010",579664
400,TK is a great guy; I begged my way into his class last spring. I hope I can take another class with him before I graduate.,4.5,3.0,"Apr 23rd, 2006",579664
401,TOO hot for his own good...,4.0,2.0,"Oct 3rd, 2005",579664
402,"Smart, funny, an engaging lecturer and SO hot -- a killer combination not to be missed.",5.0,3.0,"May 25th, 2005",579664
403,kinda cute and SO FUNNY. makes phil fun (usually),5.0,3.0,"Mar 15th, 2005",579664
404,Tom is here now.,4.5,1.0,"Mar 13th, 2005",579664
405,cruiously arrogant and self-absorbed,1.0,3.0,"Feb 22nd, 2010",852611
406,"I think he thinks he's really important, but I haven't seen any kind of proof.",1.5,2.0,"Jan 12th, 2010",852611
407,Seemed kind of confused sometimes. Minor jerk.,1.5,2.0,"Apr 1st, 2009",852611
408,"He was a pretty energetic teacher, but he wanted everything done his way.",2.5,4.0,"May 24th, 2006",852611
409,"great guy but watch out for cos 109 - its not an easy A, and i had to work hard. the concepts are really difficult, but he's a great guy.",4.5,3.0,"Jan 25th, 2010",571958
410,"This guy is really a gem.  He's so humble that you wouldnt even know that he's a huge figure in the history of programming.  He flat out knows his stuff yet is the most kind and helpful professor I have ever met, unbelievable class.",5.0,3.0,"Apr 22nd, 2006",571958
411,Kernighan's a genius. He's amazingly friendly and clear. He makes computers accessible to the liberal arts brain and makes you want to wake up in the morning.,5.0,3.0,"Feb 20th, 2005",571958
