,Comments,Quality,Difficulty,Dates,TeacherID
412,Janos is a baller. His office hours are phenomenal and he is more than willing to help with any question whatsoever. Professor Kollar is excellent.,5.0,3.0,"Feb 13th, 2012",626309
413,"Such an awesome instructor! Don't fall asleep in class, though. He'll get you for it (well not really, but you'll feel like an idiot).",5.0,3.0,"May 11th, 2008",626309
414,No Comments,4.5,3.0,"May 27th, 2005",626309
415,Great professor.  Takes the time during office hours to guide students to deeper understanding of the material.,5.0,2.0,"Feb 27th, 2010",13058
416,"He's very clear, but very very unkind. You will know what you need to know by just attending lecture; I wouldn't advise actually talking to him.",3.0,1.0,"Apr 14th, 2006",13058
417,No Comments,1.0,2.0,"Jun 11th, 2004",13058
418,No Comments,1.0,4.0,"Dec 5th, 2002",13058
419,No Comments,4.0,4.0,"Aug 16th, 2001",13058
420,Best class I have ever taken.,5.0,4.0,"Jun 18th, 2017",802583
421,"Dr.Kotkin is a great scholar and a historian, I enjoyed his lecture and loved his book, ""Armageddon Averted"".",5.0,1.0,"Feb 1st, 2008",802583
422,I heard Dr. Kotkin lecture once and all I can say is WOW! Imagine the voice of Joe Pesci with the ability to leave you hanging on every word he says. Magnetic Mountain and Armageddon Averted are two of his books that I own and have read. He is truly a great historian and from what I have seen a great professor. Good guy too.,4.5,2.0,"Jan 22nd, 2006",802583
423,Wasn't a tough class but Krugman is surprisingly boring to listen. Hard to believe he is the #1 economist in the world.,1.0,1.0,"May 28th, 2016",243005
424,COOL AWESOME 5 STARS,5.0,1.0,"Oct 20th, 2013",243005
425,Great Class,5.0,5.0,"Oct 8th, 2013",243005
426,VERY NICE,3.0,3.0,"Jun 3rd, 2012",243005
427,A pleasure to actually learn from a true scholar and economic genius. Sorry that education has defaulted to a partisan war in education as well. Take his class and see for yourself.,5.0,3.0,"Jun 1st, 2012",243005
428,Obviously these negative comments about Krugman come from outraged conservatives that dont understand their era of greed and indifference is over. Krugman is intelligent and knows what hes talking about. Highly recommended.,5.0,4.0,"Feb 23rd, 2010",243005
429,"He's great! Newsflash, Conservatives are too stupid to get this far. Chances are that if you're at Princeton, the cons have been weeded out long ago!",5.0,1.0,"Sep 22nd, 2005",243005
430,A very disappointing class.  Takes the science out of social science.  He should stick to an honest presentation of facts and theories.  Not good for a science school like Princeton. If I wanted to study Journalism I would have gone to Columbia or Northwestern. (Can't wait to get a better teacher such as Jonathon Parker.),1.0,3.0,"Aug 6th, 2005",243005
431,"Boring lectures, Krugman believes he has the answers to everything and does not encourage open discussion",1.0,5.0,"Jul 11th, 2005",243005
432,"He's deadwood, not an active researcher.  Princeton students deserve more than a newpaper columnist, no matter what are his political beliefs.  This was the home of Einstein and krugman is a disgrace to this legacy",1.0,5.0,"Jun 13th, 2005",243005
433,"Paul Krugman taught a great intro class.  These comments to the contrary are all about politics, nothing else.",5.0,1.0,"Jan 29th, 2005",243005
434,definitely not a brilliant mind,1.0,3.0,"Dec 7th, 2004",243005
435,One of the few intelligent people in this country.,5.0,3.0,"Aug 15th, 2004",243005
436,Very biased teaching.,1.0,3.0,"May 27th, 2004",243005
437,Prof. Krugman offers a brilliant liberal viewpoint in a field dominated by conservatives.  Lectures were engaging and informative.,4.0,3.0,"Apr 27th, 2004",243005
438,"Absolutely brilliant, though it's easy to tell he can be partisan and sometimes shrill. This man makes me want to be an economist, for when people say only conservatives can be good economists and thinkers, Krugman proves them wrong.",4.0,4.0,"Nov 15th, 2003",243005
439,"May sound somewhat intelligent in his NYT columns, but a terrible lecturer.",1.5,2.0,"Nov 2nd, 2003",243005
440,"Best professor I ever had. Took his class freshman fall, made me want to change my major to History or Politics because he made the material so interesting. His lectures were one big story, you didn't want to miss anything.",5.0,2.0,"Oct 10th, 2013",711959
441,Smart and dynamic. Engaging lecturer. His class made me want to be a history major.,5.0,3.0,"Nov 18th, 2005",711959
442,"Kuenne's class is truly lacking in educational value. What you learn: definitions to questionable entrepreneurship buzz-concepts (e.g. ""Minimum Viable Product"") and vague, cliched business maxims (e.g. ""have a vision""). Case method is laughable, assignments are unavailing and participation awarded subjectively. Avoid this class.    ",1.0,2.0,"Dec 2nd, 2014",1952883
443,literally NEVER available. Terrible responder to emails. gives NO instructions on midterm/final papers until like a week before the due date. made me never want to take french again.,1.0,1.0,"Dec 27th, 2013",768666
444,"Similar to what other people have said: extremely unhelpful, pouts when participation is slow",1.0,3.0,"Oct 30th, 2013",768666
445,My course with Lee was absolutely terrible. She seems really unstable and doesnt care at all about her students. I cant understand why she is a teacher. I will never take a class with her again.,2.0,3.0,"Oct 20th, 2008",768666
446,No Comments,1.0,3.0,"Oct 5th, 2006",768666
447,"The worse professor I have ever had in 3 years here.  Not available ever.  totally indifferent to a student's needs.  thank goodness I was a french major before taking her course because afterwards i wanted to get as far away from her as possible.  I don't know why she's teaching, she hates it and it shows.  she should go back to BrynMawr college o",1.0,2.0,"Aug 10th, 2006",768666
448,"Funny guy, but not very clear about what he wants. Didn't develop a personal relationship with any of the students. Also, acted like he was just mailing in the class. It was unorganized.",3.0,4.0,"Jan 13th, 2013",1772719
449,"Professor Moritz Lenel may be very knowledgeable in economics, but the way he teaches is perplexing. It seems that the class can be better structured and be more applicable to industry.",2.0,5.0,"Feb 2nd, 2020",2570967
450,"Great class. She makes lectures and references to the textbook clear. Only problem is that it is rather hand-wavy at times but perhaps this is understandable, since it is an introductory class. Good introduction to computer vision. I would recommend this class to new-comers.",3.5,4.0,"Dec 25th, 2014",999616
451,Great class,4.0,4.0,"Aug 16th, 2008",999616
452,Not very clear lecturer,1.5,4.0,"Dec 2nd, 2014",1053812
453,"He's so hot.  Also, he is brilliant and clear and funny. Take his class! Easy.",5.0,1.0,"May 6th, 2011",791067
454,"Sometimes his lectures were too slow, if anything, but it made sure we knew the material very well. Our precept discussions were fascinating and sometimes very comical.",5.0,2.0,"Apr 23rd, 2006",791067
455,Really funny.,5.0,2.0,"Dec 31st, 2005",791067
456,"Lectures are very clear.  Lots of examples.  Also, Professor Lorig is very entertaining.  He jokes a lot.  But, it doesn't distract from the class.  Homework solutions could be more clearly written.  I'd definitely take another class from Professor Lorig.",4.5,3.0,"Oct 8th, 2011",1624742
457,Excellent teacher,4.5,4.0,"Sep 11th, 2013",1149031
458,"Best professor in the French & Italian department, maybe Princeton. ",5.0,3.0,"Apr 16th, 2015",840975
459,"Prof. Marchesi is, by far and without exaggeration one of the best professors I have ever encountered. He is incredibly dedicated, and his courses are rigorous, well-taught, extremely interesting and fulfilling.",5.0,5.0,"Sep 8th, 2009",840975
460,No Comments,5.0,3.0,"Apr 30th, 2008",840975
461,No Comments,5.0,4.0,"Sep 11th, 2007",840975
462,"Professor Marchesi is a wonderful teacher, very clear and concise, and in a seminar he is suberb at drawing the best from his students, and does not try to impress them with his knowledge which is vast.",5.0,3.0,"May 1st, 2006",840975
463,"Professor Marlow always did a really good job of explaining difficult concepts in lectures, and he included a bit of humor in his lectures, so I genuinely looked forward to them each week.",5.0,3.0,"Dec 12th, 2018",340943
464,No Comments,4.5,4.0,"May 24th, 2006",340943
465,No Comments,4.0,3.0,"Apr 14th, 2006",340943
466,Electricity and magnetism was a great course! Marlow was both insightful and interesting.,5.0,1.0,"Feb 14th, 2005",340943
467,Hot,5.0,1.0,"Mar 15th, 2010",1039930
468,I luv u!! Emily?,5.0,1.0,"Mar 15th, 2010",1039930
469,"Interesting lectures, he opens leaves you with more questions than answers, but still an excellent Professor.",5.0,2.0,"Oct 21st, 2013",876800
470,Strict,2.5,3.0,"Dec 17th, 2013",1866718
471,"Dr. Melidonis is, by far, the best teacher I have ever had. His lectures are interesting, his classes are active, and the work that he assigns is insightful. It is impossible to have a conversation with him without learning something, and hes always willing to stop and talk when he can. Have taken 9 units from him and will take more. ",5.0,4.0,"Apr 14th, 2015",756860
472,Prof Melidonis' class is a complete cake walk if you care about your grades. Yes you have to come to class and yes you have to keep up with the readings to do well on the test. He really knows the material and is always willing to help students out as long as you are trying to help yourself. A++ PROF!!!,5.0,1.0,"Dec 13th, 2012",756860
473,"Mr Melidonis is a professor with Swiftian wit and knowledge honed with an osteodontokaratic precision. A better theoretician one could not find on this side of the Mississippi.  When you think of Cypress, think of Mr. Melidonis.",5.0,4.0,"Aug 24th, 2007",756860
474,"In a word, he rules.  He know what up.  Besides, he's got the best kung-fu in the department - by far.",5.0,1.0,"Nov 15th, 2005",756860
475,"COL Miles was my instructor for Grand Strategy in the 20th Century and later, my thesis advisor.  An inspiring warrior-scholar of the highest order, with deep insight into the people, events, and context that shape the modern world. He was the best teacher ever.   I still carry 3x5s, always take a position and engage in a social sport.",5.0,5.0,"Aug 17th, 2017",637839
476,Took his Vietnam seminar my senior spring and it was one of the best classes at Princeton. He's been around for forever so he's got his teaching act down cold. Plus he remembers EVERYTHING and is incredibly knowledgeable. An awesome professor.,5.0,2.0,"Nov 18th, 2005",637839
477,No Comments,5.0,3.0,"Jun 30th, 2005",637839
478,,5.0,4.0,"Nov 29th, 2010",1502099
479,"Professor Mitchell was an anomaly in my Princeton Humanities experience; he didn't seem to care about his undergraduates. Our seminar functioned more like an arena for him to test out theories or topics on his mind rather than prioritize his students' education. When we read William Dean Howells he claimed, ""Yes, but rich people have problems too!""",1.0,3.0,"Apr 12th, 2020",813673
480,"I don't get all the positive reviews. He loved the sound of his own voice and often sidelined student discussion with his own interests and tangents. In my first office hours visit, I outlined my topic through Email and he simply told me ""I don't know about topic"" when I arrived. On the second visit, he was visibly annoyed by my presence.",2.0,3.0,"Jan 17th, 2018",813673
481,"One of the most concerned, honest, student-oriented professors I've ever had. Extremely interested in students' comments--capable of not just responding to them but crafting them into revelatory conclusions as well. Knows how to assert differences between arguments in the right way. A rare, actual teacher. A real human. Amazing.",5.0,4.0,"Nov 14th, 2013",813673
482,"Professor is a great lecturer, but enamored with the sound of his own voice.  Puts on a good show, but trust me, he could care less about the students in his class. Has bait-and-switched several times by making his seminars into lectures when too many people sign up, and only half the class gets to have him as the preceptor.",3.0,3.0,"Feb 4th, 2012",813673
483,he is good,5.0,4.0,"Nov 27th, 2011",813673
484,"I am only about a third of the way through this course, and I am a freshman, but Prof Mitchell is inspirational. My other profs seem shallow by comparison--he really listens to us, and while he's sometimes complicated, there's something mad authentic with him.",5.0,4.0,"Feb 25th, 2008",813673
485,"one of the nicest, most imformative teachers ive ever had.",4.0,4.0,"Apr 10th, 2007",813673
486,"Very smart and very funny, too.",3.5,1.0,"Mar 21st, 2011",1450992
487,Amazing teacher. suggested reallyy.,3.5,1.0,"Nov 27th, 2013",547436
488,Nice professor.,4.5,2.0,"Nov 27th, 2013",547436
489,nice teacher really,4.0,4.0,"Oct 9th, 2013",547436
490,She was by far the best professor I have ever had. What an incredible mind.,5.0,3.0,"Feb 12th, 2005",547436
491,"Mahiri really challenged my preconceived notions about Africa in a way I was not expecting. We read the same literature everyone reads about the continent, but examined how and why those narratives persist to he tshape dominant discourse on Africa. Mahiri is a professor to take if you want the real deal.",4.0,3.0,"Aug 20th, 2013",1707858
492,Mahiri is the best.,4.5,3.0,"Apr 9th, 2012",1707858
493,Very organized class. The professor is attentive to methodological issues in the history discipline and always listens to student's thoughts.,5.0,3.0,"May 19th, 2012",197928
494,Class super easy. Assignments were not helpful to learning the material. Made us write a wikipedia entry on China without any potentially problematic political statements - almost impossible. Did not know how to answer questions in class and tried to brush them off with commonplace assertions on China.,2.5,1.0,"May 10th, 2011",197928
495,Excellent teacher,5.0,4.0,"Nov 25th, 2014",199572
496,"Was my JP advisor. Great guy, super helpful, and a fair (not easy) grader.",5.0,4.0,"Jan 8th, 2006",199572
497,No Comments,2.5,5.0,"May 3rd, 2004",199572
498,No Comments,5.0,4.0,"Apr 28th, 2003",199572
499,No Comments,5.0,3.0,"Apr 28th, 2003",199572
500,"Professor Nguyen is really helpful. If you don't get anything in class, GO TO OFFICE HOURS. He's always there to help you with whatever you need. He's not out to get you; he wants you to do well and most of his class does do pretty well. You need to put work into it, but if you study and work with him he will help you succeed.",5.0,3.0,"Oct 29th, 2010",1489105
501,"Probably a good guy deep down. The lectures were interesting, but hes no spokesperson! lol He kinda pauses and stutters a lot. He helped me with my resume a lot and always reassured me that I was intelligent! So hes supportive and hes got some great points to what he talks about. overall, it can be a big hit or miss depending on YOU!",3.0,3.0,"Apr 21st, 2021",1462638
502,Very interesting lectures! Manages to explain difficult topics!,4.0,4.0,"Jun 26th, 2015",1462638
503,"Great at explaining otherwise dense text. Thoroughly enjoyed coming to class with him, and encourage anyone taking a class with him to stay and talk after.",3.5,1.0,"Apr 24th, 2014",1462638
504,"Really enjoyed Professor Nieli. He was so much fun! I had an awesome Summer experience, and it was a challenging course",3.0,5.0,"Jan 23rd, 2014",1462638
505,"Intelligent,  yet has a difficult way of conveying it. Is not smooth in speech, and says ""Umm"" far too often. However, he is all together intelligent, and well read.",3.0,1.0,"Jul 30th, 2013",1462638
506,He is smart but the way he speaks isnt the smoothest or most interesting.,3.0,1.0,"Jul 12th, 2013",1462638
507,"Not quite as helpful as in MAT 214. Tended to teach clearly but slowly so textbook use was heavy in order to keep up with the homework assignments, which covered topics not yet taught in class",3.0,4.0,"Jun 1st, 2010",1329006
508,Relatively clear and approachable as far as math professors go,4.0,3.0,"Jun 1st, 2010",1329006
509,"Pretty cool person.  If you follow what he is doing, he is awesome.",2.5,4.0,"Nov 17th, 2009",1329006
510,"Jeff is an extremely caring individual. For those reviews that say he is a show off or not accessible, you clearly never got to know him. He is a quirky person, but make no mistake, he would do anything for his students and he is an incredibly smart and helpful professor. Also, he is a pretty nice grader especially at Princeton.",5.0,3.0,"Apr 16th, 2020",1258345
511,"Jeff is an extremely caring individual. For those reviews that say he is a show off or not accessible, you clearly never got to know him. He is a quirky person, but make no mistake, he would do anything for his students and he is an incredibly smart and helpful professor. Also, he is a pretty nice grader especially at Princeton.",5.0,3.0,"Apr 7th, 2018",1258345
512,"Jeff is the most engaging teacher I have had so far at Princeton. He gives great insights and allows for conversation in lecture. He is also very accessible and personable. If you're lucky enough to have his precept, you will know this. Even outside of his precept students, he is reachable.",2.5,4.0,"Sep 2nd, 2014",1258345
513,Talks really fast;  seems a tad show-offy.  A bit flighty. Can be helpful.,4.5,5.0,"Jul 30th, 2009",1258345
514,"Never have I seen a professor that has Jeff's combination of originality of ideas and raw passion. He is also the most delightfully amusing lecturer at Princeton. Take any of his courses, even if you despise English or the topic. You will not regret it.",4.0,3.0,"Jul 23rd, 2009",1258345
515,Exceptional enthusiasm and clarity of thought. Animates an otherwise boring subject matter into something wildly entertaining using humor and a different viewpoint. Prof has an excellent ability to use example after example to get his ideas across and relate the material to our own lives. Professor Nunokawa is at the top of his game.,1.5,1.0,"Mar 3rd, 2009",1258345
516,No Comments,5.0,1.0,"Apr 14th, 2006",1258345
517,"He's lively, funny, and brilliant.",4.5,4.0,"Oct 8th, 2005",1258345
518,"Everyone LOOOOOVES Jeff!  He talks a million miles a minute and is very easily flustered -- but if I were as busy and brilliant as he were, I'd probably be even worse.  He's the sweetest, most amusing professor anywhere!!  Just take any class with him -- you won't regret it!",2.5,2.0,"Sep 27th, 2005",1258345
519,"Great lecturer -- untouchable insights and entertainment. Glamour, glamour, glamour. Be careful. Trouble with independent work.",4.5,3.0,"Sep 26th, 2005",1258345
520,Nunie Forever!,5.0,4.0,"Sep 17th, 2005",1258345
521,No Comments,2.5,3.0,"Apr 28th, 2005",1258345
522,No Comments,3.0,3.0,"Apr 16th, 2005",1258345
523,No Comments,,,,1258345
524,He is very much interested in the learning of his students and his lectures are by far the most exciting and interesting at Princeton,5.0,3.0,"Aug 12th, 2010",892598
525,"Mr. Oppenheimer is quite possibly one of the best teachers at Princeton.  He is eager to teach his students, is willing to get involved with their studies and loves his subject.  He is funny, caring and overall a very awesome professor.",4.5,3.0,"Sep 20th, 2006",892598
526,I took Comparative Animal Physiology with Ouyang and UNR and the class was interesting but she covered a ton of information and gave NO clear guidelines for what was actually important or what you were going to be tested on. Her study guides were pointless. This is her first semester teaching so I imagine this will improve but go to her office hour,3.0,3.0,"Dec 7th, 2016",1213526
527,Enthusiastic professor!,5.0,3.0,"Jan 8th, 2011",223454
528,Good,4.0,3.0,"Oct 9th, 2007",223454
529,EASY PROFESSOR!,5.0,1.0,"Dec 24th, 2005",223454
530,Worth every second of the work you will put into this class.  Only for those seriously interested however.,5.0,3.0,"Aug 3rd, 2005",223454
531,"great class, somewhat challenging but worth every second of it.",5.0,1.0,"Feb 14th, 2005",223454
532,No Comments,5.0,4.0,"Nov 6th, 2004",223454
533,No Comments,5.0,1.0,"Nov 3rd, 2003",223454
534,No Comments,5.0,4.0,"Nov 2nd, 2003",223454
535,No Comments,5.0,3.0,"Jun 20th, 2003",223454
536,"Fun and interesting discussions. Do all the readings, they're wonderful. Prof. Pagels is engaging and approachable. She has a very specific, Westernized/liberal view of religion which I often found frustratingly limited.",4.5,4.0,"May 22nd, 2012",1022488
537,Amazing professor and great guy. Makes really interesting and comprehensive lectures.,5.0,2.0,"Apr 30th, 2014",1022487
538,,5.0,3.0,"Apr 17th, 2010",1064876
539,Cool!,4.5,4.0,"May 19th, 2011",1583201
540,Kind and generous person who really cares about his students.  He's also brilliant.,5.0,2.0,"Oct 13th, 2015",798762
541,He really cares about his students. I would take any class he is teaching.,5.0,3.0,"Aug 25th, 2015",798762
542,"A wonderful and engaging lecturer and a relatively easy grader. He wants you to understand the material and is an extremely kind man. Take any classes you can with him, especially if you're interested in optics.",5.0,2.0,"Dec 5th, 2013",798762
543,Professor Prucnal is the best professor ever! He even got me an internship in fibre optics in Hong Kong!,5.0,1.0,"May 11th, 2012",798762
544,Professor Prucna's lectures were always interesting and he is extremely approachable.  He really cares about the students and is willing to help outside of class.,5.0,4.0,"Jan 8th, 2010",798762
545,Made the subject exciting and relevant!,5.0,3.0,"Apr 18th, 2006",798762
546,"Professor Pufu is very knowledgeable and explains complex topics thoroughly with very little loss of clarity. He also adapts to students' varying levels of understanding, not becoming frustrated if he must explain a simpler concept in much depth. Last, but of utmost importance, is his wicked sense of humor and profound suitability for being memed.",4.0,4.0,"Feb 1st, 2016",2093699
547,"Dr. Quinn is an amazing professor. Even if you are not a theater fan the way she teaches her class will make you fall in love with the art of theater. She gives amazing feedback and makes you feel like part of her family. She never forgets a student, and if you need anything she will always be there for you. Amazing person and amazing professor!",5.0,3.0,"Apr 9th, 2020",2234562
548,"Dr. Quinn is an amazing professor. Even if you are not a theater fan the way she teaches her class will make you fall in love with the art of theater. She gives amazing feedback and makes you feel like part of her family. She never forgets a student, and if you need anything she will always be there for you. Amazing person and amazing professor!",5.0,2.0,"Apr 3rd, 2020",2234562
549,Dr. Quinn is an amazing professor. Very talented in her subject. Her classes are always very interesting and she wants to help her students in any way possible. Take her class and you won't be disappointed.,,,,2234562
550,He is one of the best that Princeton has to offer,5.0,2.0,"Sep 5th, 2016",1186025
551,Very good  Very Patient,4.0,3.0,"Feb 22nd, 2015",1186025
552,"He is very patient,and explains well.",3.5,2.0,"Nov 19th, 2012",1186025
553,Explains clearly,5.0,4.0,"Oct 11th, 2008",1186025
554,Janie Rankin has helped decades of students not only learn German but get excited about it. Its not only his teaching but what he did to establish excellence in teaching of beginner/intermediate German students across the department.,5.0,4.0,"Jul 10th, 2018",138362
555,"By far the best language teacher I have ever had.  He is knowledgeable, engaging, and sincerely wants to help.  You actually want to do all of the homework he assigns because the more time you spend on the homework, the more active you can be in class.  If every teacher were like him, students would be way more responsive to college work.",5.0,4.0,"Oct 23rd, 2009",138362
556,"I had the privilege of taking Prof. Rankin's class while at Binghamton (a long time ago)...my first college class.  When I found this site, he's the first prof I looked up, these many years later.  That should tell you how highly I think of him.  Genuine, passionate, brilliant.  jawohl!",5.0,5.0,"Jun 28th, 2007",138362
557,"I agree with the other rater - Jamie Rankin was the best professor I had at Princeton in all my four years.  Thanks to his teaching, I was proficient in a foreign language in 10 months and I am still highly proficient in German, 8 years later!  Vielen dank, Herr Rankin!",5.0,1.0,"Jan 8th, 2007",138362
558,"Herr Rankin ist sehr toll! Jamie Rankin is definitely one of the most pedagogically gifted people I've ever met. From the very first class, he's speaking German to you and you're speaking German back. Nothing short of miraculous.",5.0,4.0,"Oct 26th, 2003",138362
559,"Without a doubt, the best professor I had during four years at Princeton.",5.0,3.0,"Feb 19th, 2003",138362
560,One of the great minds of economics. The lectures were always inspiring. He's a legend.,4.0,3.0,"Sep 18th, 2018",651848
561,"Uwe R. is the only professor I had twice at Princeton, and the only one I willing got up before 9 a.m. for. Some 28 years later I still enjoy hearing him on the radio and reading him in the Times. (He was also the first man whose body I truly enjoyed admiring.)",3.0,4.0,"Mar 28th, 2011",651848
562,I had Professor Reinhardt in the early 80s but I still think about him.  It was worth getting up insanely early for his classes.,3.5,4.0,"Mar 11th, 2009",651848
563,highly knowledgeable about topic. highly accessible to students. great teaching skills.,5.0,1.0,"Mar 9th, 2009",651848
564,unbelievably dedicated teacher. good sense of humor,5.0,1.0,"Mar 8th, 2009",651848
565,he rocks!,5.0,5.0,"Mar 8th, 2009",651848
566,No Comments,1.0,3.0,"Jan 4th, 2006",651848
567,"Been teaching at P-ton for decades.  Hes one of the best they have.  Always responds to emails quickly, and is very helpful.  Interesting, engaging, and funny.",5.0,4.0,"Nov 30th, 2005",651848
568,No Comments,3.0,3.0,"Oct 28th, 2005",651848
569,He's a good teacher and he makes an effort to ensure everyone understands the material. He had short office hours but was flexible with scheduling appointments outside office hours. Overall a really good teacher for an intro to a foreign language. ,5.0,4.0,"Jan 5th, 2015",1391052
570,No Comments,5.0,4.0,"Jan 9th, 2010",1391052
571,"He's the best there is, and incredibly nice too.",5.0,3.0,"Jun 26th, 2013",240868
572,He's hot! You should definitely take his class! 2 thumbs up.,4.0,2.0,"Jul 26th, 2006",240868
573,No Comments,4.0,4.0,"Oct 30th, 2004",240868
574,No Comments,5.0,3.0,"Aug 21st, 2003",240868
575,"Professor Rose is very passionate about genetics and it shows - however, the level of difficulty of this course is huge - from the mind-breaking problem sets to the ridiculously long exams (i.e. exams are so long that it feels as if you are not really being tested on your knowledge but rather on how fast you can interpret complex data)",3.0,5.0,"Apr 21st, 2016",424145
576,Nice,5.0,3.0,"Dec 18th, 2005",424145
577,No Comments,1.0,3.0,"Apr 21st, 2005",424145
578,Outstanding professor and brilliant philosopher. Also a very devoted advisor. Highly recommended.,5.0,4.0,"Jul 28th, 2014",268319
579,"He's a great speaker, to be sure; but he's also something of an intellectual charlatan.  A lot of rhetorical bark, little philosophical bite.",3.0,4.0,"Feb 1st, 2011",268319
580,By far the best professor I had at Princeton. Gideon Rosen is the most amazing speaker I've ever heard.,4.0,3.0,"Nov 3rd, 2009",268319
581,"He taught me nearly 20 years ago at the University of Michigan where he landed a job just after getting his Ph.D. at a ridiculously young age.  I can think of few professors whose teaching compared, and his ability to incorporate allusions from his wide reading into lectures was impressive.  He also loved to walk campus while reading a book.",4.5,3.0,"May 18th, 2009",268319
582,"As others have said, a brilliant lecturer--he filled the cavernous McCosh 60 with his jumpy energy.  Every time he finished a lecture, I would think about switching my major to philosophy.  One of the few Princeton professors about whom you can truly say;  you get your (parents') money's worth.",3.5,4.0,"Jan 20th, 2008",268319
583,"cool prof, very animated, cuts up during class.",4.0,2.0,"Dec 18th, 2006",268319
584,No Comments,3.5,4.0,"Sep 7th, 2005",268319
585,One of my favorite Princeton professors--a really spell-binding lecturer.,5.0,3.0,"Apr 21st, 2005",268319
586,"Prof. Rosen is animated and compelling. I had a TA who once said of himself that he was ""jumping like a Gideon."" 'Nuff said.",5.0,3.0,"Oct 26th, 2003",268319
587,He was great!,4.5,2.0,"Sep 3rd, 2011",1615590
588,"As one of inventors of AdaBoost (one of famous machine learning algorithm), prof. Robert is the right man to teach AI. He shows a role model that a professor can achieve both teaching and research in top level. His lecture is polish. He makes students enjoy AI algorithms and programming assignments rather than be a coding dog.",5.0,3.0,"Apr 19th, 2013",1810546
589,"Genuinely excited about his material and willing to help you out if you should ever need it, although the course I took from him was ridiculously easy.",4.0,1.0,"Dec 7th, 2011",1598917
590,,2.0,4.0,"Dec 29th, 2010",697084
591,No Comments,5.0,1.0,"Dec 15th, 2006",697084
592,Princeton Algorithms is the best algorithm course you can find on our planet. The professor constructed this course and its textbook carefully and perfectly. The PDF really helps me a lot not only in the course but also future careers. Take and try it ! Princeton Algorithms YYDS!!,5.0,5.0,"Nov 19th, 2020",2108908
593,Princeton Algorithms is the best algorithm course you can find on our planet. The professor constructed this course and its textbook carefully and perfectly. The PDF really helps me a lot not only in the course but also future careers. Take and try it ! Princeton Algorithms YYDS!!,5.0,4.0,"Nov 6th, 2017",2108908
594,"loving his coursera course. very clear, unassuming, and unpretentious.",5.0,4.0,"Apr 26th, 2017",2108908
595,bob sedgewick is the only computer scientist you will ever need,,,,2108908
596,"Took semester 1 of Orgo in 2013. VERY frustrated by his course. Pulled off a B+ with great difficulty, and left absolutely HATING chemistry and dropped pre-med. Returned to pre-med 3 years later, took orgo again (as a ""post bacc"") at Columbia with a different professor, and it was AMAZING! LOVE orgo/chem now. Semmelhack almost ruined chem for me.",2.0,5.0,"Aug 14th, 2017",136445
597,Professor Semmelhack is simply a great lecturer. He is extremely well prepared and conveys the material in a very clear and interesting manner. His examples are new and interesting and this course has opened my eyes to the wonders and importance of this field.,5.0,2.0,"Apr 2nd, 2016",136445
598,"Worst. Class. Ever. Material itself is extremely confusing and Semmelhack just shoots off by himself during lecture, assuming everyone is up to his level and expertise. Not taking him next semester, thank god.",1.0,5.0,"Dec 27th, 2013",136445
599,HE'S AWESOME!!!!!!!!!!!!!,5.0,4.0,"Jun 5th, 2011",136445
600,He is one of the most helpful professors I have had for a course with this many students,4.5,5.0,"Apr 1st, 2010",136445
601,Really good lectures. Very clear and helpful. Great with emails. Lab kind of sucks.,5.0,4.0,"Nov 11th, 2007",136445
602,No Comments,5.0,2.0,"Jun 28th, 2006",136445
603,No Comments,2.0,4.0,"Mar 20th, 2005",136445
604,No Comments,2.0,4.0,"Dec 26th, 2004",136445
605,No Comments,4.0,4.0,"Feb 19th, 2003",136445
606,"Fantastic professor. Very clear lecturer, interesting prompts, good feedback, and extra tidbits to keep you interested. Tough grader, but it's absolutely worth it.",5.0,5.0,"May 24th, 2019",2497328
607,Take his class if you want to get an in-depth knowledge of the field. He is a great guy and one of the best teachers around. Be prepared to work very hard.,5.0,4.0,"Aug 12th, 2014",708484
608,best decision you could ever make,5.0,1.0,"May 10th, 2014",786473
609,No Comments,4.5,3.0,"Jul 16th, 2006",786473
610,Funny lady. Good teacher. Very nice.,3.0,2.0,"Dec 20th, 2005",786473
611,"INCREDIBLE PROFESSOR - DYNAMIC, SWEET, BRILLIANT, AND TRUTHFUL.",5.0,2.0,"Aug 20th, 2011",729693
612,"Really kind, sweet, and easy.",3.5,1.0,"Jun 6th, 2009",729693
613,The Best Teacher you will ever have!!,5.0,3.0,"Nov 18th, 2005",729693
614,Knows his stuff!,4.5,4.0,"Oct 31st, 2012",1504173
615,"The readings are great but Singer is a very weak lecturer. Don't take it. If you're interested in the material, just read stuff on your own instead.",2.0,3.0,"May 14th, 2018",273320
616,"Singer is an incredible philosopher. He's not an *incredible* professor, but you can still hear his genius when he speaks. There's a reason this guy basically started the animal rights movement. If this class doesn't revolutionize your moral beliefs and practices, you're probably apathetic or not particularly moral",3.5,3.0,"May 2nd, 2012",273320
617,"Intelligent people admire Singer, and usually agree with Singer, unintelligent people usually dislike him and do not agree with his ideas. I dont mean to personally attack those who do not admire him, but that's what I observe. Professor Singer is the best professor and philosopher I know, and I know and have read quite a few.",5.0,5.0,"Feb 6th, 2008",273320
618,Whoa! Dis man be da best teacher i ever done have. Can't say nuff good tings bout dis good sir. He be forever my favorite. He is be a famous man too and not just to me's. I's evens passed his class so dat is a darn good ting also's.,4.0,2.0,"Apr 24th, 2007",273320
