,Comments,Quality,Difficulty,Dates,TeacherID
609,My favorite  professor  and class at MIT.,5.0,1.0,"Mar 17th, 2016",1139536
610,"One of the few physics classes where I attended every lecture. Liu is a mathematical physicist so his perspective on QFT is less applied then I wished, but his development of the subject was complete and beautiful. I learned something new every class and Liu's answers to questions always provided one with more insight into the subject.",4.5,4.0,"May 26th, 2011",1139536
611,,3.0,5.0,"Nov 26th, 2010",1139536
612,Healthcare finance is a great course and Professor Andrew Lo makes it interesting by using various examples,5.0,3.0,"Sep 19th, 2019",251734
613,Healthcare finance is a great course and Professor Andrew Lo makes it interesting by using various examples,3.5,3.0,"May 1st, 2016",251734
614,Financial Markets one of The most imperativo al Courses from Finance (15-3) Curriculum with Andrew lo very Inspirational,3.5,3.0,"Apr 19th, 2016",251734
615,When i took Fin 15.401 was called Finance Theory. He is funny and gives amazing lectures . The Exams are a little Hard but manageable. He gives an Excelent Foundation of Managerial and Corporate Finance . He leads the Laboratory for Financial Engineering thats  awesome. Is a Finance Master mind,5.0,2.0,"Aug 3rd, 2006",251734
616,No Comments,,,,251734
617,"Wanted Eric Lander's 7.012 but was lotteried out to 7.016. It was THE MOST TERRIBLE thing happened to me. I would have failed this class if not for Eric Lander's recorded lectures. Prof Martin's teaching skills need A LOT of improvement. I attended his lectures and then rewatched the recorded versions, yet could understand only 50% of the topics.",1.0,5.0,"Jan 13th, 2018",2335783
618,he invite me for postdoc n give free access to materials.i only needed 2 read d material he give me 4 thesis he send me materials 2 read without me asking actually some were materials by other students or peers they did not do. i not very interested in his focus but since he offered the position with course is great.,3.0,1.0,"Apr 23rd, 2019",2482814
619,"plain boring context but the conversation makes up for the lessons tough marks to pass, much feedback after proofreading my writing after grammar review and also to receive paid tuition fee for the course nice men with good jokes.",2.0,2.0,"Apr 23rd, 2019",2482814
620,Great Professor but for a student that dont like sports you Wont Enjoy much . But compare to others Professors is The Unique way to like some sports . You have to Work hard,4.0,4.0,"Mar 29th, 2016",1245553
621,No Comments,5.0,3.0,"Jan 15th, 2009",1245553
622,"Prof Mattuck made me want to study applied math for the rest of my life. I just got my Ph.D. at Stanford, and he is the first person (other than my family of course) that I let know. He is tough, but he is so caring and inspirational.",5.0,4.0,"Nov 2nd, 2020",125151
623,"Prof Mattuck made me want to study applied math for the rest of my life. I just got my Ph.D. at Stanford, and he is the first person (other than my family of course) that I let know. He is tough, but he is so caring and inspirational.",5.0,4.0,"Jun 4th, 2018",125151
624,I took classes with Professor Mattuck years ago. He puts great preparation into teaching classes. A wonderful and inspirational professor.,2.0,4.0,"Jan 8th, 2018",125151
625,"He is a great lecturer, but has the capacity to be extremely disrespectful and outright mean to students. Thankfully his textbook is sufficient to learn the material thoroughly",5.0,4.0,"May 16th, 2017",125151
626,"Professor Arthur Mattuck is one of the most respected professor at Massachusetts Institute of Technology. Ordinary Differential Equations deals with Euler Equation, Linear Algebra, applications in Engineering, Chemistry, Physics. The book Linear Algebra and Differential Equations is an excellent book . No math courses are piece of cake.",5.0,4.0,"May 6th, 2017",125151
627,"Math 18.03 Differential Equations at Massachusetts Institute of Technology with Professor Arthur P Mattuck is a solid choice . He covers a lot of Matherial Complex numbers , Eigenvectors, EigenValues, Partial Differential Equations. Applications to Engineering,Physics and Chemistry. Is the most difficult course for every engineer. Excellent",5.0,4.0,"Apr 19th, 2017",125151
628,"Math 18.03 Differential Equations with Professor Arthur P Mattuck is one of the best of Mathematics Department. The class is challenging he cover Fast Fourier series transform, Eigenvectors, Eigen Values . How ODES apply to engineering and sciences. He is so good that one friend from a mediocre UPR Mayagüez  Can't pass its first OCW Exam",5.0,4.0,"Mar 31st, 2017",125151
629,"I took Math 18.100 Real Analysis at Massachusetts Institute of Technology. I do my bachelor in Nuclear Science and Engineering(22), Physics and Chemical Engineering I love all the Theorems and his is a genius",5.0,4.0,"Mar 15th, 2017",125151
630,"Best prof, hands down!",4.0,5.0,"Oct 23rd, 2016",125151
631,"Math 18.03 Ordinary Differential Equations is one the most difficult courses that you ever faced in your Life. The Class Covers Fourier series, complex Exponentials, linear algebra topics, and a lot of Engineering applications. The Professor is very helpful and funny. The course don't include economics or finance application. exams are superb hard.",4.0,1.0,"Jul 21st, 2016",125151
632,I was majored in Economics and Mathematics I took Math 18.100A Real Analysis he is an excellent Professor . The class is very though . He is very accesible and incredible person . The Exams are very though but prepares you For Math 18.701 Algebra .,4.0,5.0,"Apr 28th, 2016",125151
633,Math 18100A Real Analysis is one of The most difficult Courses at Massachussetts Institute of Technology. Is Mathematical logic thinking . Prof Arthur Mattuck is an excellent Professor and Its book in Real Analysis is a must have,4.0,4.0,"Apr 15th, 2016",125151
634,Math 18.02 Multivariable Calculus at Massachussetts Institute of Technology was and Extraordinay Experience. Prof. Arthur P Mattuck teach you how to think versus memorize formulas. This is The Best Professor of Mathematics at Massachussetts Institute of Technology. He Includes Partial Differential Equations and linear Algebra very useful .,4.5,4.0,"Mar 29th, 2016",125151
635,Is The Best Professor for Differential Equations,5.0,4.0,"Jan 11th, 2014",125151
636,"Mattuck was probably the most accessible professor when I attended MIT, his door was always open and I soon found no embarrassment at asking any questions at all, moreover he offered cogent explanations in simple to understand terms. I would stop by with questions from other courses and he always obliged. I wish every professor was half as good.",5.0,4.0,"Oct 22nd, 2013",125151
637,"Great professor. I'm 15 and currently learning his course on Differential Equations from OCW, and he's brilliant. Really explains the topics clearly and makes it easy to understand.",5.0,3.0,"Jun 18th, 2013",125151
638,"For math professors, he's about as good as it gets. Its refreshing how he doesnt bog the ideas down with mathematical jargon, and instead presents the main ideas in layman's terms, allowing the students to focus on the actual math.",4.0,4.0,"Jan 18th, 2013",125151
639,Mummbly and rambling,4.0,4.0,"Dec 6th, 2012",125151
640,absolutely BRILLIANT!,5.0,2.0,"Sep 13th, 2012",125151
641,"Love this guy, all the way from University of Houston!",4.5,4.0,"Dec 13th, 2011",125151
642,I HAVE NEVER GONE TO MITNOR PLAN ON DOING SO BUT I MUST ADMIT HE WRITES VERY CLEAR AND HIS EXPLANATIONS ARE THOROUGH,,,,125151
643,"Funny and energetic and entertaining Chooses good pset problems and it's not that much homework Posts lecture notes online that are super helpful (if you choose to not show up to lecture or if you don't take notes so you can pay attention to lecture) Tip: reading the textbook is helpful, although unnecessary if you are able to show up to lecture",5.0,2.0,"Oct 10th, 2019",2523272
644,"Funny and energetic and entertaining Chooses good pset problems and it's not that much homework Posts lecture notes online that are super helpful (if you choose to not show up to lecture or if you don't take notes so you can pay attention to lecture) Tip: reading the textbook is helpful, although unnecessary if you are able to show up to lecture",,,,2523272
645,I took McKernan's 18.02.  I loved it.  I think that he is a great professor and teaches the material very well.  He gave examples and was able to teach the concepts.  He does a very clear and good job of teaching.,4.5,3.0,"Dec 15th, 2011",1668988
646,"Professor Medard is awesome. Not easy, makes your work for it.",5.0,4.0,"Sep 1st, 2018",95058
647,Outstanding Prof!,5.0,5.0,"Dec 15th, 2012",95058
648,Never got confused in this class,5.0,1.0,"Jan 29th, 2007",95058
649,Medard is rather hard to understand. I wish I had taken 6.041 from someone else.,1.0,5.0,"Aug 3rd, 2006",95058
650,"Nice, but lectures didn't help at all.  The material and examples covered in letcure were way easier than what was on the p-sets and tests.",1.5,4.0,"May 27th, 2005",95058
651,No Comments,4.0,4.0,"Mar 3rd, 2004",95058
652,"A nightmare of a class.  Medard has enthusiasm, but lacks teaching skills.",1.5,4.0,"Feb 6th, 2003",95058
653,No Comments,1.5,4.0,"Dec 9th, 2002",95058
654,"Taking Advanced Corporate Finance with the professor that contributed to Black-Scholes-Merton Fórmula was a great experience . The clases is difficult but you understand Advanced Topics of Coporate Finance Well , because the Great feedback . He is the most respected Proffesor at MIT Sloan School of Management. Prepare to Work very hard .",4.0,4.0,"Jul 28th, 2016",1674905
655,Professor Robert C. Merton from Finance Group at MIT Is a Finance genius but difficult to understand. He Explain Very Hard concepts and The Exams are so difficult. You have to dont slip The Class and buy The book.,2.5,4.0,"Apr 5th, 2016",1674905
656,"Boring lecture videos. Gives ambiguous questions. Course could be more structured and more formal. Comes to our table, does not look at our response, starts 'lecture' on why we must come to class prepared. ",2.0,4.0,"Oct 13th, 2015",95063
657,"The class is a flipped classroom style, so the professor doesn't really matter. He occasionally appeared while our group was working and gave vague feedback that left us more confused. Outside of the classroom, he was horribly uncooperative. He changed course policies frequently and never had a helpful response when students asked questions.",1.5,1.0,"Oct 6th, 2015",95063
658,great Professor  he allows his students to share  and receive much needed information. Loved him,4.5,1.0,"Aug 12th, 2015",95063
659,No Comments,4.5,1.0,"Jul 17th, 2005",95063
660,too easy.,2.0,1.0,"Jul 18th, 2003",95063
661,No Comments,3.5,1.0,"Dec 9th, 2002",95063
662,Awesome!,5.0,1.0,"Dec 4th, 2014",1668253
663,"Tough and demanding class, but teaches Econometrics in such a way that you will find it useful no matter what you do afterwards - that being economics, computer science or reviewing poor clickbait research articles. The lectures was good paced and relevant for the exam, and the grading is fair.",5.0,4.0,"May 7th, 2019",2158572
664,Econ 14.32 Econometrics with Professor Ana Mikusheva is extremely difficult. She explains well but you have to read the book. The exams are most difficult than the book exercises. This course is a lot of Probability and Statistics. She test heavy . Econometrics is very hard but interesting.,3.0,5.0,"Feb 7th, 2017",2158572
665,Massachusetts Institute of Technology Department of Economics is One of the Departments with More Nobel Lauterates. Econ 14.32 Econometrics with Professor Mikusheva is a very interesting Class . The Exams are difficult and She loves so much Statistics. I took before this Class Math 18.440 Probability and Help me but i was Lost in Econ Applied .,3.0,4.0,"Jul 21st, 2016",2158572
666,"This guy is AWESOME! Helpful, encouraging, and easy to talk to. ",5.0,1.0,"Oct 2nd, 2014",121194
667,"Tough grader, but fair.  Very nice person.",5.0,4.0,"Aug 4th, 2006",121194
668,Great teacher and great advisor,5.0,3.0,"Mar 19th, 2004",121194
669,Prof. Miller taught me to do elegant proofs in 18.014 Calculus with Theory. He is a great professor you learn so much but have to put efforts . He do proofs very natural and is a brilliant Mathematician . Sofía,3.0,4.0,"May 5th, 2018",144636
670,"In Spring 2007 I repeat the wonderful experience that I had in 18.014 . I took 18.024 Multivariable Calculus with Theory that is Calculus II proof emphasize. The course is extremely gorgeous but challenging. Professor Miller explains everything clear . Multivariable Calculus, Differential Equations Ordinary and Partial Differential Equations.",4.0,5.0,"Jan 27th, 2018",144636
671,"In 2006 I took Math 18.014 Calculus with Theory with Professor Haynes R Miller . Is an excellent Professor he explained extremely well but the class is extremely beautiful and difficult. We used Tom Apostol Book that has two Volume This Course cover a lot of material From Single Variable Calculus, Multivariable Calculus, Linear Algebra and ODES",4.0,5.0,"Jan 27th, 2018",144636
672,Professor Haynes R Miller is an excellent Professor especially in Topology. He explains fast but is a critical thinker . The exams are superb challenging. Algebraic Topology and Geometrical Topology is not and easy class requires a lot of practice.,4.0,4.0,"Apr 20th, 2017",144636
673,I took Math 18.03 Differential Equations with Professor Haynes Miller . The personality is not the best but he teach you Mathematics well. Is not so accessible and the exams are harder . I like the course because he integrated so many of Linear Algebra topics. The applications are in Engineering and Science mostly .,3.0,4.0,"Aug 1st, 2016",144636
674,Prof. Haynes R Miller is inspirational and a Genius in Mathematics. I love Math 18.900 Intro to Topology The course is very difficult but not is by The Professor. If you read and do your Work dont have Problems to Pass . Is one of The Biggest Names at Massachussetts Institute of Technology. He explains pretty clear You learn a lot,3.0,4.0,"Apr 25th, 2016",144636
675,"This Professor Haynes R Miller explains very confusing , have a bad personality and dont like to Answer questions . He is The only genius in Its Class . I drop out Math 18.03 Differential Equations The Exams are extremely difficult and he do so many mistakes on black board",1.5,5.0,"Mar 29th, 2016",144636
676,Phenomenal professor.,5.0,5.0,"Dec 26th, 2010",144636
677,"A lot of people are giving Prof. Miller low ratings. I took his class (18.03) three years ago, and thought he was one of the better math professors. His use of the Java applets to visualize harmonic motion was extremely helpful, as were the concept questions asked randomly during the lectures.",4.5,3.0,"Oct 27th, 2010",144636
678,Realy bad,1.0,5.0,"Sep 1st, 2008",144636
679,This guy was mean and bitter.  Steer clear if at all possible,1.5,4.0,"Apr 29th, 2008",144636
680,"He has good intentions, but he is unclear and makes everything far harder than it needs to be.",2.0,4.0,"Apr 27th, 2008",144636
681,"What an awful teacher--his problem sets and exams are full of typos, and he can't explain his way out of a paper bag.  A complete waste of a semester.",1.0,4.0,"Sep 7th, 2006",144636
682,18.03 was ridiculously boring.  Sometimes we juggled during lecture to amuse ourselves.,2.0,2.0,"Nov 20th, 2005",144636
683,"18.03 has proven itself to be so useful in future studies in course 8, 18, and 6. Prof. Miller is inspirational.",5.0,3.0,"Jun 13th, 2004",144636
684,Nice guy...too nice.,3.0,2.0,"Jul 18th, 2003",144636
685,boo,1.0,3.0,"May 23rd, 2003",144636
686,Haynes Millah is wicked ahwesome!,5.0,1.0,"Mar 6th, 2003",144636
687,Did not learn much from this class,1.5,3.0,"Feb 25th, 2003",144636
688,I only went to two of his lectures and never did the homework and I still passed,3.0,1.0,"Feb 22nd, 2003",144636
689,Very good prof and available outside class,5.0,2.0,"Jan 31st, 2012",1609625
690,"He was a good and clear lecturer, sometimes a bit fast. Makes jokes sometimes, seems like a friendly guy. It was possible to miss lecture and still get by in the class but not ideal.",4.0,3.0,"Jan 31st, 2019",1867667
691,Minicozzi is the best. He's hilarious and his lectures are pretty clear. 18.02 was great with him.,4.0,2.0,"Apr 24th, 2015",1867667
692,"His lectures are hilarious. Yes the material is all posted online, but I show up to classes to listen to his sassiness :) Tests aren't incredibly difficult; they are (like he says in lecture) very similar to the practice exams posted online. ",4.0,3.0,"Nov 25th, 2014",1867667
693,"He is not the most fantastic lecturer ever, but he covered the content without too many hitches (considering it was his first time teaching the class, it was good. I'm expecting he'll get better.) He is also HILARIOUS. He has a great personality and sense of humor. If you go to office hours, he is also quite helpful there. Highly recommended!",3.5,3.0,"Dec 18th, 2013",1867667
694,"Also took 21F.064 with him. Prof. Miyagawa is an extremely fair professor who is clear in his lectures and is genuinely interested in what he teaches. Very willing to help old students. Heavy emphasis on writing papers, but gives you feedback on drafts to make sure you have the tools to achieve the grade you needwant. Go to his office hours",5.0,2.0,"Sep 23rd, 2014",837668
695,Prof. Miyagawa is an exceptionally helpful professor. He was very generous with his time and did a lot to help me with my work. He has also developed some innovative teaching tools.,5.0,2.0,"Aug 3rd, 2006",837668
696,"Brilliant professor. Kind and patient with students (even rude ones). Pushed me to think outside my comfort zone. Excellent readings and multimedia use, also fun activities in class. Overall, Professor Moran-Thomas helped me challenge realities I take for granted and think differently about how technology and culture shape one another.",5.0,3.0,"Jan 7th, 2019",2416726
697,"Very poor lecturer, shows up to lecture (seemingly?) completely unprepared. Has slides, but almost never references the random pictures she included in them. Skips back and forth between slides (she doesn't know what's next?) and skips through half the material she prepared. Doesn't make a point in class, only talks in extremely vague sentences.",1.0,2.0,"Oct 31st, 2018",2416726
698,"Very knowledgeable, clear and concise presentation, sense of humor without being cheesy, fair grader.",5.0,4.0,"Dec 8th, 2016",121198
699,"5.13 is a really good class, and Mo makes everything super clear. That said: you need to go to lecture, you REALLY need to go to recitation, and it helps a lot if you do the readings before class. Grading is very clear. (In recitations, they give you practice problems which are very similar to the ones on the tests. Seriously, go to recitation.)",4.0,5.0,"Jan 5th, 2018",2332208
700,Very engaging; knows what he is talking about.,4.5,4.0,"Oct 14th, 2011",1626807
701,"Amazing teacher and beautiful person. Very concerned about her students (although in a ""Japanese"" way).  Clear explanations. Would definitely recommend.",5.0,1.0,"Sep 26th, 2015",640341
702,She's easily offended and isn't too fond of taking questions during class. she teaches the same way as the other 2 profs and that's fine. their method works. but eh.,2.5,3.0,"Jul 9th, 2005",640341
703,His explanation for material is really bad. He copies from his notes (which isn't inherently bad) though he cannot justify certain statements at all. It makes things incredibly frustrating when he can't explain why what he's teaching is ture.,1.0,4.0,"Aug 21st, 2014",565297
704,This guy trips over his own word. Writing sloppy and hard to read on the board. Just takes his notes and copies them on the board while he stutters and stammers.,2.0,4.0,"Feb 21st, 2013",565297
705,Dry and boring,1.0,5.0,"Dec 15th, 2012",565297
706,"very good professor, difficult but helpful when needed.  Difficult tests, but very good teacher and fair grader.",5.0,3.0,"Jan 4th, 2006",565297
707,"Can this guy really be a professor? He talks a mile a minute, but he doesn't seem to really know what he is talking about. Asks insanely hard test questions, gives very little partial credit, but if you ask him a comparable question during office hours, he has to refer to a book to find the answer.",1.0,5.0,"Feb 2nd, 2005",565297
708,Notes are overly terse and contain mistakes.,1.5,3.0,"Aug 8th, 2006",352233
709,No Comments,3.0,4.0,"Nov 18th, 2005",352233
710,GOod teacher but I've definitely heard that he's a super-sleeze on the lay-days.,4.0,3.0,"Oct 17th, 2005",352233
711,No Comments,3.5,4.0,"Jan 31st, 2005",352233
712,Extremely helpful and really interested in making students understand the subject. Also encourages development of interest among students. Fair grading!,5.0,1.0,"May 11th, 2013",137140
713,No Comments,5.0,4.0,"Feb 12th, 2007",137140
714,"Inspirational professor teaching everything from life-lessons to optimization. The lectures covers the basics, which is enough for the exams, while the homework digs deeper into the more difficult parts. Perfect setup to learn the most.",5.0,2.0,"May 7th, 2019",466352
715,"Prof. Orlin gives surprisingly clear presentations, given the subject matter of his course. He manages to keep things fun and lively. Other quant professors at MIT could learn a lot by watching him teach.",5.0,1.0,"Aug 3rd, 2006",466352
716,No Comments,4.0,4.0,"Sep 30th, 2004",466352
717,"Clarity at its best, very engaging problem sets ",5.0,1.0,"Oct 22nd, 2014",784579
718,Knows the stuff and an amazing teacher,5.0,1.0,"Dec 23rd, 2009",784579
719,Amazing professor!!!! The class was a lot of reading but really interesting. He's clearly passionate about the subject. Lecture is interesting and textbook wasn't really necessary as long as you went to lecture. Recitations focus on literature. Really great professor!!,5.0,3.0,"May 3rd, 2012",1718781
720,His class on political economy taught me wisdom that I still use even years after graduation.,3.0,3.0,"Jan 28th, 2018",423126
721,No Comments,4.0,3.0,"Nov 17th, 2005",423126
722,"Very disorganized, not clear exactly what he's lecturing about or why, little discussion, doesn't respond well to student input",1.5,2.0,"Jun 13th, 2004",423126
723,"Unexperienced, unclear, only taught 10% of the class, out most of the time. Little educational value, might be waste of time for some people unless you want easy credit. The guest speakers are great  but other than that, there isn't much substance to it.",1.0,5.0,"Sep 30th, 2015",2044492
724,Very confusing.,1.5,3.0,"Sep 25th, 2014",121204
725,Confusing,1.5,4.0,"Nov 27th, 2009",121204
726,"It's obvious that Professor Pak knows his stuff. His lectures are very useful. I didn't really have to consult the textbook while doing homework, which is very rare for a math class in my experience. Same could be said for exams. I didn't really need to do much outside studying other than reviewing the homework and lecture notes. He also has humor.",5.0,2.0,"Jul 13th, 2015",702502
727,deserves tenure!,5.0,4.0,"Aug 29th, 2006",702502
728,No Comments,5.0,3.0,"Sep 18th, 2005",702502
729,"best prof ever--course is hard, but if you try you should be fine.",5.0,4.0,"Sep 5th, 2018",2173304
730,"Pablo is a great teacher: very clear and continuously checks that everyone in the class is tracking. Fair warning though: Pablo's classes are great to take if you are interested in the material, but don't take them as ""easy"" classes, because you are going to be doing A LOT of learning.",1.0,5.0,"Nov 18th, 2019",831180
731,"Contrary to most people on this site, I would have to say he's not very good at explaining foreign concepts. Often too math-y of explanations, homework is overly difficult and not related closely enough to material, no opportunities to build intuition, and the exams are far too hard to be fair. Avg grade on midterm was a D. Reflects appropriately.",5.0,4.0,"Sep 3rd, 2019",831180
732,"Pablo is a great teacher: very clear and continuously checks that everyone in the class is tracking. Fair warning though: Pablo's classes are great to take if you are interested in the material, but don't take them as ""easy"" classes, because you are going to be doing A LOT of learning.",4.0,4.0,"Nov 4th, 2013",831180
733,"OK prof, clear, but often runs overtime.",4.5,4.0,"Jan 3rd, 2009",831180
734,"Not too easy, but a good prof.",4.5,3.0,"Jan 28th, 2007",831180
735,great,5.0,3.0,"Apr 10th, 2006",831180
736,No Comments,,,,831180
737,Very smart caring teacher.,5.0,3.0,"Apr 1st, 2010",1244814
738,He manages to make everything boring.  By day 3 everyone had brought a laptop to play games.  At least he doesn't expect you to listen to him in class.  21W.747.1 F2008,1.0,1.0,"Jan 13th, 2009",1244814
739,Truly efficient and responsible lecturer. In-class demos are just amazing!,5.0,4.0,"May 6th, 2017",2256500
740,Taylor is excellent. Does a great job explaining concepts and getting the class involved and interested.,5.0,3.0,"Apr 13th, 2013",1560402
741,Great at explaining things and really excited to share his work. Definitely one of the top professors I've had here.,5.0,2.0,"Apr 10th, 2011",1560402
742,Fun guy- go to class and you'll enjoy yourself. Don't expect the book to be helpful once you get to syntax.,4.0,4.0,"Dec 1st, 2015",1886130
743,"This guy rocks, his accent sucks though.",5.0,5.0,"Mar 16th, 2016",2016672
744,A living meme,5.0,4.0,"May 11th, 2018",1527668
745,"Professor Poonen is extremely enthusiastic. He clearly loves the material he teaches, and it shows through. His lectures are entertaining and helpful.",4.5,2.0,"May 5th, 2014",1527668
746,He's a fabulous teacher. He breaks down concepts into ideas that are so simple anyone can understand.,5.0,1.0,"Jan 11th, 2011",1527668
747,Accent hard to understand. Psets obnoxiously long and unnecessarily difficult.,2.5,5.0,"Dec 15th, 2011",1558773
748,"He's really helpful and engaging. He is also very current and uses a reverse approach to analysis of world events. I took Technologies and Policy of Weapon Systems with him at MIT.  Sometimes he goes on tangents, but the class is generally great! High recommended",5.0,2.0,"Apr 22nd, 2014",1477043
749,"Prof. Postol is generous and humble, yet has an impressive background. I think he embodies the MIT ethos of an unpretentious, dedicated researcher, who takes his position as an educator seriously -i.e. as a duty. He is extremely approachable, and makes you feel welcome and respected. He is also a great patriot; he is dedicated to the truth.",4.5,1.0,"Sep 16th, 2010",1477043
750,Good Teacher,5.0,2.0,"Feb 17th, 2012",1693740
751,"Rajagopal speaks really clearly and can discuss physics topics in easily accessible ways. He seems far more capable at teaching freshman physics than any other professor MIT has. In addition, he is friendly, kind, and understanding.",5.0,3.0,"Mar 21st, 2017",1906467
752,"Professor Raman is funny, enthusiastic, and always appears to be in a good mood.  His class is interesting and light-hearted, though his quizzes are difficult and he is a tough grader on essays.",4.5,3.0,"Dec 9th, 2009",367160
753,No Comments,1.0,1.0,"May 3rd, 2007",367160
754,No Comments,1.0,1.0,"May 22nd, 2005",367160
755,No Comments,4.5,5.0,"Feb 17th, 2005",367160
756,Profesor Saúl Rapaport is an excellent physics teacher have a nice teaching skills . The exams are not difficult and he is extremely well organized that is more easy to understand the material   SN,5.0,2.0,"Mar 31st, 2017",345798
757,Very clear with his examples and explanations really gives you the intuition of the subject matter. Also very available during office hours and will dedicate the time to making sure you understand the material.,4.0,3.0,"Sep 23rd, 2014",345798
758,"Excellent blackboard technique, very well organized lectures, and great presentation skill.  I'm glad I took special relativity with him!",5.0,2.0,"Jan 14th, 2011",345798
759,"Great guy, fun to learn from.",4.0,4.0,"Jun 26th, 2005",345798
760,"Professor L. Rafael Reif Is passionate about education. Its clases Is very interesting, She show you the worth of Hardwork at Massachussetts Institute of Technology. Is a microeengineering electrical systems genius",4.0,4.0,"Sep 25th, 2016",121212
761,Was an Electives i receive a C in Its Class but he is Excelent Professor. Is very though The Class he explain extremely well but is a though grader. He has and Excelent Personality . I take the course as an Electives because im not from the School of Engineering. You have to Work very Hard but remember Engineering is The Proud of MIT.,5.0,4.0,"Mar 30th, 2016",121212
762,No Comments,5.0,3.0,"Dec 29th, 2007",121212
763,Last two postings do not belong to MIT class system. The professor is unfortunately not teaching here any more. He was one of the best I have had!,5.0,5.0,"Dec 3rd, 2009",858785
764,Best prof. ever.  No one I have had has ever cared the way this guy does.,5.0,2.0,"Dec 15th, 2008",858785
765,One word:  awesome!,5.0,3.0,"Dec 13th, 2008",858785
766,"Absolutely awesome!  His classes are NEVER boring!  He is always up-to-date with what's going on in the Spanish speaking countries and brings ""fresh"" activities/info to the class.",5.0,2.0,"Jun 15th, 2006",858785
767,He's great and I love every moment in his class.,5.0,2.0,"Oct 25th, 2018",622889
768,"Amazing experience to listen to him. Intelligent, caring, helpful, funny. One of the best teachers I've ever had!",5.0,4.0,"Jan 29th, 2010",622889
769,"Not only is he an outstanding linguist, he is a gifted teacher, in the deepest sense of this word.  His lessons are a real experience. One of the best teachers I have ever had the pleasure to have.",5.0,3.0,"Nov 4th, 2009",622889
770,One of the best classes I had. Unbelievably smart and witty. extremely hepful. Very amusing lectures,5.0,3.0,"Feb 17th, 2006",622889
771,"Best Professor Ever!!! 24.900 with norvin rocks!!!
 This was one of the few courses I have ever had where I looked forward to lecture!",5.0,3.0,"Dec 21st, 2005",622889
772,Best professor at MIT!!  Great beard!!,5.0,4.0,"May 19th, 2005",622889
773,"Amazing professor. I felt I got an amazing education in security from him. Would further courses offered by him if I had the opportunity, but unfortunately my course load was full.",5.0,3.0,"Jan 28th, 2018",121215
774,Good class good professor.  Ta was horrible but he tried to make up for it in everyway possible.,4.5,2.0,"Feb 20th, 2012",121215
775,"He was my recitation 18.034 (diff equations) instructor in 1967.  Rather than throwing a blizzard of theory at us, he taught us how to do the work.  Novel concept!  He passed in 2015 but deserves mention here I believe.",5.0,3.0,"May 16th, 2017",144641
776,Great voice!,4.0,3.0,"Dec 11th, 2008",144641
777,The class was very easy. Hartley Rogers was very entertaining. It was the last time that he taught 18.022.,4.0,1.0,"Jan 15th, 2006",144641
778,"""orgies of cancellation!""",4.5,2.0,"Jun 2nd, 2005",144641
779,funny,3.0,4.0,"May 5th, 2005",144641
780,"I had a good laugh at this class when I went.  I think Hartley Rogers might be just a little past his prime.  Halloween was priceless, though when he stopped mid-lecture and just said ""booooooooooooooooooooo.""  Maybe you had to be there, but an 80 year old man whose voice goes that low is hilarious.",2.5,2.0,"Jan 26th, 2005",144641
781,"Hillarious classes, but you can't really learn much, and the textbook isn't very useful either.",3.0,1.0,"Dec 7th, 2004",144641
782,"Hartley is wonderful.  Class is entertaining, so sit back and enjoy the show.  Many find his class helpful for catching up on sleep, but why would one wish to miss the humor.  
 
 Hartley for President '04!",3.5,1.0,"Nov 2nd, 2004",144641
783,"""My advisor (Alonzo Church) told me I should do computers, but I didn't believe him, so I did math.  Boy was I wrong.  I should've done computers!""  -Hartley Rogers.  Old, but hilarious as hell.",4.0,3.0,"Oct 16th, 2004",144641
784,"Took 18.02 from him 42 years ago, was great then.",5.0,3.0,"Feb 29th, 2004",144641
785,"Hartley Rogers is old and slow, but he is hilarious.",5.0,3.0,"Dec 19th, 2003",144641
786,No Comments,3.0,1.0,"Feb 28th, 2003",144641
787,Not a very good class....didn't learn much,1.0,4.0,"Feb 25th, 2003",144641
788,It's worth taking the class just to joke later about him.,3.0,2.0,"Feb 22nd, 2003",144641
789,When I took Econ 14.45 Financial Economics with Prof. Stephen Ross the Men that invented the Arbitrage Pricing Theory. Was an excellent experience to learn from a Mastermind. That Class was very beautiful i learn a lot. If you have a Chance take the Class with him,3.0,4.0,"Aug 4th, 2016",2160930
790,"A wonderful, caring professor.",5.0,4.0,"May 16th, 2014",798501
791,A really superb teacher who really knows how to compose and how to impart the info to her students. One of the best I've had in my 3 years at MIT.,4.5,3.0,"Jun 25th, 2007",798501
792,"She knows her stuff, but always seems so ditzy when trying to impart it; not an admirable quality when instructing some of the brightest minds in the world.  A composer, she tends to refer to her own work a lot; frankly I would prefer that she use ""real"" composers such as Mozart and Bach for reference until her influence reaches beyond Cambridge.",1.0,2.0,"Jan 14th, 2006",798501
793,"It was his first class at MIT, so he was still learning about things, like MIT time, and how to post things online. His corporate finance knowledge was good and he pushed students. But his asset pricing modeling background was not so strong. Overall nice guy, but still developing his vision of the class.",4.0,3.0,"May 7th, 2018",2372685
794,"Terrible teacher. Confused himself and me during his lectures. Gets off topic all the time. Puts on the nice guy act but takes small things super personally. Favorite part of this class was seeing his little episodes of frustration when things weren't going the way he planned. Terrible teacher. Do NOT take, EVER! Ruined Chemistry for me.",1.0,5.0,"Apr 1st, 2019",260763
